fight_url,red_fighter_name,red_fighter_link,blue_fighter_name,blue_fighter_link,weight_class,method,end_round,end_time_mmss,outcome_marker_raw,row_text_raw,event_name,event_date,event_location,event_url
http://ufcstats.com/fight-details/a5a81a39ccf9b680,Manel Kape,http://ufcstats.com/fighter-details/5d1b7e3dd9e11074,Brandon Royval,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,Flyweight,TKO,,,win,win | Manel Kape Brandon Royval | 1 0 | 17 17 | 0 0 | 0 0 | Flyweight | KO/TKO Punches | 1 | 3:18,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/24bb03f0a3415fbe,Kevin Vallejos,http://ufcstats.com/fighter-details/239d8e5359022f3b,Giga Chikadze,http://ufcstats.com/fighter-details/9560ff14eb3129f7,Featherweight,TKO,,,win,win | Kevin Vallejos Giga Chikadze | 1 0 | 20 12 | 0 0 | 0 0 | Featherweight | KO/TKO Spinning Back Fist | 2 | 1:29,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/d000cb692343cdcd,Cezary Oleksiejczuk,http://ufcstats.com/fighter-details/084532da3d25f3b8,Cesar Almeida,http://ufcstats.com/fighter-details/64d47ef881a437a4,Middleweight,U-DEC,,,win,win | Cezary Oleksiejczuk Cesar Almeida | 0 0 | 14 12 | 6 0 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/93ca562453f65b8d,Melquizael Costa,http://ufcstats.com/fighter-details/20bccc9bb4ceb23e,Morgan Charriere,http://ufcstats.com/fighter-details/5b03b61f9d90125e,Featherweight,TKO,,,win,win | Melquizael Costa Morgan Charriere | 1 0 | 4 2 | 0 0 | 0 0 | Featherweight | KO/TKO Kick | 1 | 1:14,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/47149f3187661509,Kennedy Nzechukwu,http://ufcstats.com/fighter-details/8667caa0451d245b,Marcus Buchecha,http://ufcstats.com/fighter-details/095854a135e6db55,Heavyweight,U-DEC,,,draw draw,draw draw | Kennedy Nzechukwu Marcus Buchecha | 0 0 | 24 27 | 0 3 | 0 0 | Heavyweight | U-DEC | 3 | 5:00,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/fc4ab243d21b795d,King Green,http://ufcstats.com/fighter-details/887961364be5ceb3,Lance Gibson Jr.,http://ufcstats.com/fighter-details/07bc580bdf3eb9c8,Catch Weight,S-DEC,,,win,win | King Green Lance Gibson Jr. | 0 0 | 65 30 | 1 2 | 0 0 | Catch Weight | S-DEC | 3 | 5:00,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/0fca825e14429c1f,Yaroslav Amosov,http://ufcstats.com/fighter-details/f139d6836efd43dd,Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Welterweight,SUB,,,win,win | Yaroslav Amosov Neil Magny | 0 0 | 9 5 | 1 0 | 1 0 | Welterweight | SUB Anaconda Choke | 1 | 3:14,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/225e93ebed9b71b8,Joanderson Brito,http://ufcstats.com/fighter-details/791c8437b341fba5,Isaac Thomson,http://ufcstats.com/fighter-details/5d8006587d6a6711,Featherweight,U-DEC,,,win,win | Joanderson Brito Isaac Thomson | 0 0 | 33 21 | 8 4 | 2 0 | Featherweight | U-DEC | 3 | 5:00,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/a2523a8565fe4361,Steven Asplund,http://ufcstats.com/fighter-details/e56cee1ad697db04,Sean Sharaf,http://ufcstats.com/fighter-details/0f3a990526c5e706,Heavyweight,TKO,,,win,win | Steven Asplund Sean Sharaf | 0 0 | 170 66 | 0 0 | 0 0 | Heavyweight | KO/TKO Punches | 2 | 3:49,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/ceb5b0f1f6daddf6,Luana Santos,http://ufcstats.com/fighter-details/5078e1dacf9d25f4,Melissa Croden,http://ufcstats.com/fighter-details/51e2f44a8dbf6984,Women's Bantamweight,U-DEC,,,win,win | Luana Santos Melissa Croden | 0 0 | 12 22 | 3 0 | 1 0 | Women's Bantamweight | U-DEC | 3 | 5:00,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/ac56a1052c4c8f63,Guilherme Pat,http://ufcstats.com/fighter-details/ba15006c804a8de0,Allen Frye Jr.,http://ufcstats.com/fighter-details/73a78713bd899f4c,Heavyweight,U-DEC,,,win,win | Guilherme Pat Allen Frye Jr. | 0 0 | 64 33 | 0 0 | 0 0 | Heavyweight | U-DEC | 3 | 5:00,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/71170fb7ade3e1f4,Jamey-Lyn Horth,http://ufcstats.com/fighter-details/5c637af9472ae7cc,Tereza Bleda,http://ufcstats.com/fighter-details/59c438c81fbf3ece,Women's Flyweight,TKO,,,win,win | Jamey-Lyn Horth Tereza Bleda | 0 0 | 16 2 | 0 0 | 0 0 | Women's Flyweight | KO/TKO Punches | 1 | 2:05,UFC Fight Night: Royval vs. Kape,2025-12-13,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bc0f994de0521926
http://ufcstats.com/fight-details/4a0db214d9721d6e,Petr Yan,http://ufcstats.com/fighter-details/d661ce4da776fc20,Merab Dvalishvili,http://ufcstats.com/fighter-details/c03520b5c88ed6b4,Bantamweight,U-DEC,,,win,win | Petr Yan Merab Dvalishvili | 0 0 | 139 134 | 5 2 | 0 2 | Bantamweight | U-DEC | 5 | 5:00,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/dfa692db6d39330c,Joshua Van,http://ufcstats.com/fighter-details/17e97649403ba428,Alexandre Pantoja,http://ufcstats.com/fighter-details/a0f0004aadf10b71,Flyweight,TKO,,,win,win | Joshua Van Alexandre Pantoja | 0 0 | 2 6 | 0 0 | 0 0 | Flyweight | KO/TKO | 1 | 0:26,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/fbbb9e72900b71f5,Tatsuro Taira,http://ufcstats.com/fighter-details/4461d7e47375a895,Brandon Moreno,http://ufcstats.com/fighter-details/792be9a24df82ed6,Flyweight,TKO,,,win,win | Tatsuro Taira Brandon Moreno | 0 0 | 28 9 | 1 0 | 0 1 | Flyweight | KO/TKO Punches | 2 | 2:24,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/1dc29f4c6fcdd356,Payton Talbott,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,Henry Cejudo,http://ufcstats.com/fighter-details/056c493bbd76a918,Bantamweight,U-DEC,,,win,win | Payton Talbott Henry Cejudo | 1 0 | 134 60 | 3 1 | 0 0 | Bantamweight | U-DEC | 3 | 5:00,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/6d6ab10cbaa45e8c,Jan Blachowicz,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8,Bogdan Guskov,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f,Light Heavyweight,KO,,,draw draw,draw draw | Jan Blachowicz Bogdan Guskov | 1 1 | 84 80 | 0 0 | 1 0 | Light Heavyweight | M-DEC | 3 | 5:00,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/c797b58d85c840a4,Manuel Torres,http://ufcstats.com/fighter-details/2e7878927067fdca,Grant Dawson,http://ufcstats.com/fighter-details/99bd51917728c25d,Lightweight,TKO,,,win,win | Manuel Torres Grant Dawson | 1 0 | 9 8 | 0 0 | 0 0 | Lightweight | KO/TKO Punch | 1 | 2:25,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/b3d2ac2244e4f791,Chris Duncan,http://ufcstats.com/fighter-details/fd406a32a6fb3a29,Terrance McKinney,http://ufcstats.com/fighter-details/809bd1a871491508,Lightweight,SUB,,,win,win | Chris Duncan Terrance McKinney | 1 0 | 38 31 | 1 0 | 1 0 | Lightweight | SUB Anaconda Choke | 1 | 2:30,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/2417cc7bc1eea75b,Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661,Karine Silva,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,Women's Flyweight,U-DEC,,,win,win | Maycee Barber Karine Silva | 0 0 | 55 21 | 3 2 | 0 0 | Women's Flyweight | U-DEC | 3 | 5:00,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/10a57b983e59f727,Fares Ziam,http://ufcstats.com/fighter-details/1e4f273069fb9e85,Nazim Sadykhov,http://ufcstats.com/fighter-details/ff62013d2fce6d13,Lightweight,TKO,,,win,win | Fares Ziam Nazim Sadykhov | 1 0 | 31 4 | 2 0 | 2 0 | Lightweight | KO/TKO Punches | 2 | 4:59,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/3c683da1924b6c44,Brunno Ferreira,http://ufcstats.com/fighter-details/1e719d4b676dc19a,Marvin Vettori,http://ufcstats.com/fighter-details/7acbb0972e75281a,Middleweight,U-DEC,,,win,win | Brunno Ferreira Marvin Vettori | 0 0 | 77 88 | 1 1 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/7af407397532f7cf,Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Edson Barboza,http://ufcstats.com/fighter-details/64a50dad704d1d49,Lightweight,TKO,,,win,win | Jalin Turner Edson Barboza | 2 0 | 39 10 | 0 0 | 0 0 | Lightweight | KO/TKO Punches | 1 | 2:24,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/ea660db65bfa998f,Iwo Baraniewski,http://ufcstats.com/fighter-details/1c23ec2f1b71be40,Ibo Aslan,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,Light Heavyweight,TKO,,,win,win | Iwo Baraniewski Ibo Aslan | 2 1 | 22 30 | 0 0 | 0 0 | Light Heavyweight | KO/TKO Punches | 1 | 1:29,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/964ea1777695851b,Mansur Abdul-Malik,http://ufcstats.com/fighter-details/841695e02c99a521,Antonio Trocoli,http://ufcstats.com/fighter-details/6d48a2df51749d91,Middleweight,SUB,,,win,win | Mansur Abdul-Malik Antonio Trocoli | 0 0 | 2 3 | 1 0 | 1 0 | Middleweight | SUB Guillotine Choke | 1 | 1:09,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/40fa4f8b4b93884e,Mairon Santos,http://ufcstats.com/fighter-details/480779d7f9a424d3,Muhammad Naimov,http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7,Featherweight,TKO,,,win,win | Mairon Santos Muhammad Naimov | 1 0 | 27 18 | 0 0 | 0 0 | Featherweight | KO/TKO Punches | 3 | 0:21,UFC 323: Dvalishvili vs. Yan 2,2025-12-06,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/bd92cf5da5413d2a
http://ufcstats.com/fight-details/5f5b626e67529056,Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2,Dan Hooker,http://ufcstats.com/fighter-details/193b9d1858bc4df3,Lightweight,SUB,,,win,win | Arman Tsarukyan Dan Hooker | 0 0 | 42 10 | 2 0 | 1 2 | Lightweight | SUB Arm Triangle | 2 | 3:34,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/b2218930b982d9b6,Ian Machado Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd,Belal Muhammad,http://ufcstats.com/fighter-details/b1b0729d27936f2f,Welterweight,U-DEC,,,win,win | Ian Machado Garry Belal Muhammad | 0 0 | 72 56 | 0 0 | 0 0 | Welterweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/870d374f8d9af65a,Volkan Oezdemir,http://ufcstats.com/fighter-details/0845c81e37d3bcb3,Alonzo Menifield,http://ufcstats.com/fighter-details/a495f599e787614f,Light Heavyweight,TKO,,,win,win | Volkan Oezdemir Alonzo Menifield | 1 0 | 13 2 | 0 0 | 0 0 | Light Heavyweight | KO/TKO Punches | 1 | 1:27,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/8ed609d80e135d94,Myktybek Orolbai,http://ufcstats.com/fighter-details/bf2c8e01b07d3eb1,Jack Hermansson,http://ufcstats.com/fighter-details/0a1942069c9ad6b6,Welterweight,TKO,,,win,win | Myktybek Orolbai Jack Hermansson | 1 0 | 15 19 | 0 0 | 0 0 | Welterweight | KO/TKO Punch | 1 | 2:46,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/e8307c7686c42d8c,Waldo Cortes Acosta,http://ufcstats.com/fighter-details/fc08099550072fe4,Shamil Gaziev,http://ufcstats.com/fighter-details/6747ccd6d1acd266,Heavyweight,TKO,,,win,win | Waldo Cortes Acosta Shamil Gaziev | 2 0 | 10 6 | 0 0 | 0 0 | Heavyweight | KO/TKO Punch | 1 | 1:22,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/00ee51bba08b7a08,Kyoji Horiguchi,http://ufcstats.com/fighter-details/98aa60cf58071fd6,Tagir Ulanbekov,http://ufcstats.com/fighter-details/f00ac08ab056af5d,Flyweight,KO,,,win,win | Kyoji Horiguchi Tagir Ulanbekov | 2 0 | 49 6 | 0 1 | 1 1 | Flyweight | SUB Rear Naked Choke | 3 | 2:18,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/5e6a74db89f5410c,Luke Riley,http://ufcstats.com/fighter-details/b1de86d835638319,Bogdan Grad,http://ufcstats.com/fighter-details/fb37795db81f93f3,Featherweight,TKO,,,win,win | Luke Riley Bogdan Grad | 1 0 | 14 7 | 0 4 | 0 0 | Featherweight | KO/TKO Punches | 2 | 0:30,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/c49485cedb878cf0,Nicolas Dalby,http://ufcstats.com/fighter-details/9d19d9e4aa2662e8,Saygid Izagakhmaev,http://ufcstats.com/fighter-details/de26d906f2874dd4,Welterweight,S-DEC,,,win,win | Nicolas Dalby Saygid Izagakhmaev | 0 0 | 26 20 | 0 4 | 0 0 | Welterweight | S-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/443f30a4a856584a,Asu Almabayev,http://ufcstats.com/fighter-details/8d3273573b85be09,Alex Perez,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,Flyweight,SUB,,,win,win | Asu Almabayev Alex Perez | 0 0 | 36 40 | 2 3 | 1 0 | Flyweight | SUB Guillotine Choke | 3 | 0:22,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/f5564a9eeebd4ea0,Abdul Rakhman Yakhyaev,http://ufcstats.com/fighter-details/95aff2fd8d09a5f0,Rafael Cerqueira,http://ufcstats.com/fighter-details/09a4447655fd4b7b,Light Heavyweight,SUB,,,win,win | Abdul Rakhman Yakhyaev Rafael Cerqueira | 1 0 | 6 0 | 1 0 | 1 0 | Light Heavyweight | SUB Rear Naked Choke | 1 | 0:33,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/6f0231915cc28507,Aleksandre Topuria,http://ufcstats.com/fighter-details/4a6dff1b260bcf61,Bekzat Almakhan,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,Bantamweight,U-DEC,,,win,win | Aleksandre Topuria Bekzat Almakhan | 0 0 | 47 39 | 2 0 | 0 0 | Bantamweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/335064c3380e2f10,Ismail Naurdiev,http://ufcstats.com/fighter-details/6a96ad1bc34fb113,Ryan Loder,http://ufcstats.com/fighter-details/d5bab53a1a603aac,Middleweight,TKO,,,win,win | Ismail Naurdiev Ryan Loder | 1 0 | 3 1 | 0 0 | 0 0 | Middleweight | KO/TKO Punch | 1 | 1:26,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/46f81d5ecd974c1c,Nurullo Aliev,http://ufcstats.com/fighter-details/ca28cdf526d6b6e9,Shem Rock,http://ufcstats.com/fighter-details/52b6bf4528130e86,Lightweight,U-DEC,,,win,win | Nurullo Aliev Shem Rock | 0 0 | 51 44 | 1 1 | 1 0 | Lightweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/9027e156c6f1988a,Denzel Freeman,http://ufcstats.com/fighter-details/b5c19c34f12c917e,Marek Bujlo,http://ufcstats.com/fighter-details/ac0874309da489b9,Heavyweight,U-DEC,,,win,win | Denzel Freeman Marek Bujlo | 0 0 | 49 31 | 0 0 | 0 0 | Heavyweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Hooker,2025-11-22,"Doha, Qatar",http://ufcstats.com/event-details/92c96df8bdab5fea
http://ufcstats.com/fight-details/856f6ee049373843,Islam Makhachev,http://ufcstats.com/fighter-details/275aca31f61ba28c,Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f,Welterweight,U-DEC,,,win,win | Islam Makhachev Jack Della Maddalena | 0 0 | 30 18 | 4 0 | 0 0 | Welterweight | U-DEC | 5 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/7606f6b6c19f2d73,Valentina Shevchenko,http://ufcstats.com/fighter-details/132deb59abae64b1,Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,Women's Flyweight,KO,,,win,win | Valentina Shevchenko Zhang Weili | 0 0 | 41 32 | 5 0 | 0 0 | Women's Flyweight | U-DEC | 5 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/477af74ea3cbba8b,Michael Morales,http://ufcstats.com/fighter-details/c32aeb1a59e6272d,Sean Brady,http://ufcstats.com/fighter-details/45f7cb591c3ab00b,Welterweight,TKO,,,win,win | Michael Morales Sean Brady | 1 0 | 24 8 | 0 0 | 0 0 | Welterweight | KO/TKO Punches | 1 | 3:27,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/3c60884853766487,Carlos Prates,http://ufcstats.com/fighter-details/7ee0fd831c0fe7c3,Leon Edwards,http://ufcstats.com/fighter-details/f1fac969a1d70b08,Welterweight,TKO,,,win,win | Carlos Prates Leon Edwards | 1 0 | 21 12 | 0 2 | 0 0 | Welterweight | KO/TKO Punch | 2 | 1:28,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/9b5f190cd3f5ce16,Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,Beneil Dariush,http://ufcstats.com/fighter-details/08af939f41b5a57b,Lightweight,TKO,,,win,win | Benoit Saint Denis Beneil Dariush | 1 0 | 3 3 | 0 0 | 0 0 | Lightweight | KO/TKO Punch | 1 | 0:16,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/292b83afa418635f,Bo Nickal,http://ufcstats.com/fighter-details/35673bf5204524ee,Rodolfo Vieira,http://ufcstats.com/fighter-details/260e9e0d4954aea6,Middleweight,TKO,,,win,win | Bo Nickal Rodolfo Vieira | 1 0 | 77 24 | 2 0 | 1 0 | Middleweight | KO/TKO Kick | 3 | 2:24,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/ebb012c5f3fd0cbb,Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,Roman Kopylov,http://ufcstats.com/fighter-details/9d83f6da776ff7d6,Middleweight,KO,,,win,win | Gregory Rodrigues Roman Kopylov | 0 0 | 90 52 | 0 2 | 1 0 | Middleweight | U-DEC | 3 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/909cd8633507a0c8,Erin Blanchfield,http://ufcstats.com/fighter-details/669970f7feba8ecd,Tracy Cortez,http://ufcstats.com/fighter-details/68d4a891e5cf2029,Women's Flyweight,SUB,,,win,win | Erin Blanchfield Tracy Cortez | 0 0 | 52 46 | 2 1 | 1 0 | Women's Flyweight | SUB Rear Naked Choke | 2 | 4:44,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/e313286b307334a7,Ethyn Ewing,http://ufcstats.com/fighter-details/d776b5814f2400b4,Malcolm Wellmaker,http://ufcstats.com/fighter-details/2e45d08b3f2f02c8,Featherweight,U-DEC,,,win,win | Ethyn Ewing Malcolm Wellmaker | 0 0 | 85 77 | 3 0 | 0 0 | Featherweight | U-DEC | 3 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/9bbdc2a2ab334541,Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,Gerald Meerschaert,http://ufcstats.com/fighter-details/6ac9bc2953c47345,Middleweight,SUB,,,win,win | Kyle Daukaus Gerald Meerschaert | 1 0 | 8 0 | 0 0 | 1 0 | Middleweight | SUB D'Arce Choke | 1 | 0:50,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/e3cbd663732f4a98,Pat Sabatini,http://ufcstats.com/fighter-details/b8bbdeff718dbb7d,Chepe Mariscal,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,Featherweight,U-DEC,,,win,win | Pat Sabatini Chepe Mariscal | 0 0 | 12 7 | 7 0 | 0 0 | Featherweight | U-DEC | 3 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/6c2c6a6e3f4d04db,Fatima Kline,http://ufcstats.com/fighter-details/745fa7b605f8e2da,Angela Hill,http://ufcstats.com/fighter-details/f0feeb2192937424,Women's Strawweight,U-DEC,,,win,win | Fatima Kline Angela Hill | 0 0 | 115 56 | 4 0 | 0 0 | Women's Strawweight | U-DEC | 3 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/c037cf1f7b429d5e,Baisangur Susurkaev,http://ufcstats.com/fighter-details/d1feea7a4bdcd503,Eric McConico,http://ufcstats.com/fighter-details/9508cc6184cb2450,Middleweight,TKO,,,win,win | Baisangur Susurkaev Eric McConico | 1 0 | 53 53 | 2 0 | 0 0 | Middleweight | KO/TKO Punch | 3 | 1:38,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
http://ufcstats.com/fight-details/1a5378e32e8519ef,Matheus Camilo,http://ufcstats.com/fighter-details/72f890c5d421e705,Viacheslav Borshchev,http://ufcstats.com/fighter-details/19c591115a58982c,Lightweight,U-DEC,,,win,win | Matheus Camilo Viacheslav Borshchev | 0 0 | 39 65 | 5 0 | 0 0 | Lightweight | U-DEC | 3 | 5:00,UFC 322: Della Maddalena vs. Makhachev,2025-11-15,"New York City, New York, USA",http://ufcstats.com/event-details/8db1b36dde268ef6
