fight_url,red_fighter_name,red_fighter_link,blue_fighter_name,blue_fighter_link,weight_class,method,end_round,end_time_mmss,outcome_marker_raw,row_text_raw,event_name,event_date,event_location,event_url
http://ufcstats.com/fight-details/12a33d16e1d4e2d9,Bryan Barberena,http://ufcstats.com/fighter-details/a331233f597090a5,Robbie Lawler,http://ufcstats.com/fighter-details/f2925e6db404bf1d,Welterweight,TKO,,,win,win | Bryan Barberena Robbie Lawler | 0 0 | 147 81 | 0 0 | 0 0 | Welterweight | KO/TKO Punches | 2 | 4:47,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/39dccca8e8083072,Pedro Munhoz,http://ufcstats.com/fighter-details/6bd02119599741a4,Sean O'Malley,http://ufcstats.com/fighter-details/b50a426a33da0012,Bantamweight,CNC,,,nc nc,nc nc | Pedro Munhoz Sean O'Malley | 0 0 | 26 25 | 0 0 | 0 0 | Bantamweight | CNC | 2 | 3:09,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/98411542ca0e847d,Jalin Turner,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,Brad Riddell,http://ufcstats.com/fighter-details/37ed1ab2f8b819f4,Lightweight,SUB,,,win,win | Jalin Turner Brad Riddell | 0 0 | 3 2 | 0 0 | 1 0 | Lightweight | SUB Guillotine Choke | 1 | 0:45,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/459bc7c0b47719c3,Jim Miller,http://ufcstats.com/fighter-details/d1941565abf50b16,Donald Cerrone,http://ufcstats.com/fighter-details/1d00756835ca67c9,Welterweight,SUB,,,win,win | Jim Miller Donald Cerrone | 0 0 | 24 21 | 1 0 | 1 0 | Welterweight | SUB Guillotine Choke | 2 | 1:32,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/4d8d1701c43c5fea,Ian Machado Garry,http://ufcstats.com/fighter-details/442c9011034ae1fd,Gabe Green,http://ufcstats.com/fighter-details/5eb50529a8418b77,Welterweight,U-DEC,,,win,win | Ian Machado Garry Gabe Green | 1 0 | 116 90 | 1 1 | 0 0 | Welterweight | U-DEC | 3 | 5:00,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/57775c8af89007c7,Dricus Du Plessis,http://ufcstats.com/fighter-details/0d7b51c9d2649a6e,Brad Tavares,http://ufcstats.com/fighter-details/0c6d9ea8306c029e,Middleweight,U-DEC,,,win,win | Dricus Du Plessis Brad Tavares | 0 0 | 113 82 | 0 0 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/99ac96bb67e5c5e4,Andre Muniz,http://ufcstats.com/fighter-details/886264a0c9f4ea5e,Uriah Hall,http://ufcstats.com/fighter-details/65578a75fa7900e3,Middleweight,U-DEC,,,win,win | Andre Muniz Uriah Hall | 0 0 | 17 6 | 4 0 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/1c85003f6ec59c9d,Maycee Barber,http://ufcstats.com/fighter-details/6a740daf1b279661,Jessica Eye,http://ufcstats.com/fighter-details/f72465a784c1b084,Women's Flyweight,U-DEC,,,win,win | Maycee Barber Jessica Eye | 0 0 | 63 35 | 0 1 | 0 0 | Women's Flyweight | U-DEC | 3 | 5:00,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/0e2c7ec02a095813,Julija Stoliarenko,http://ufcstats.com/fighter-details/a78a87d8c2bbb1cb,Jessica-Rose Clark,http://ufcstats.com/fighter-details/6c8072b61c276e67,Women's Bantamweight,KO,,,win,win | Julija Stoliarenko Jessica-Rose Clark | 0 0 | 6 9 | 1 0 | 1 0 | Women's Bantamweight | SUB Armbar | 1 | 0:42,UFC 276: Adesanya vs. Cannonier,2022-07-02,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/4a9e305633f3ef47
http://ufcstats.com/fight-details/1f5f59924b59408b,Mateusz Gamrot,http://ufcstats.com/fighter-details/72db2a14ffa73ece,Arman Tsarukyan,http://ufcstats.com/fighter-details/eae48ff31db420c2,Lightweight,U-DEC,,,win,win | Mateusz Gamrot Arman Tsarukyan | 0 1 | 81 95 | 6 1 | 0 0 | Lightweight | U-DEC | 5 | 5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/3c98739eb42f96bf,Shavkat Rakhmonov,http://ufcstats.com/fighter-details/01afe0916a40c7c5,Neil Magny,http://ufcstats.com/fighter-details/84b3e7d38f2d2ec5,Welterweight,SUB,,,win,win | Shavkat Rakhmonov Neil Magny | 0 0 | 19 11 | 2 0 | 1 0 | Welterweight | SUB Guillotine Choke | 2 | 4:58,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/c57c8e22a3e8dde2,Josh Parisian,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,Alan Baudot,http://ufcstats.com/fighter-details/c9a94278df042f46,Heavyweight,TKO,,,win,win | Josh Parisian Alan Baudot | 0 1 | 42 49 | 3 0 | 0 0 | Heavyweight | KO/TKO Punches | 2 | 3:04,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/029a12d36a4687e1,Thiago Moises,http://ufcstats.com/fighter-details/d945aae53e3e54e6,Christos Giagos,http://ufcstats.com/fighter-details/de45aaae23dfa392,Lightweight,SUB,,,win,win | Thiago Moises Christos Giagos | 0 0 | 3 2 | 1 0 | 1 0 | Lightweight | SUB Rear Naked Choke | 1 | 3:05,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/28bd070f7ab0a0b9,Umar Nurmagomedov,http://ufcstats.com/fighter-details/2b6fc1c02736833d,Nate Maness,http://ufcstats.com/fighter-details/6e9f40c706f91f32,Bantamweight,U-DEC,,,win,win | Umar Nurmagomedov Nate Maness | 0 0 | 74 2 | 3 0 | 0 0 | Bantamweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/3f38100fd8dae286,Chris Curtis,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,Rodolfo Vieira,http://ufcstats.com/fighter-details/260e9e0d4954aea6,Middleweight,U-DEC,,,win,win | Chris Curtis Rodolfo Vieira | 0 0 | 109 86 | 0 0 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/28be3fbe5c377380,Carlos Ulberg,http://ufcstats.com/fighter-details/9014c02eff8b3d62,Tafon Nchukwi,http://ufcstats.com/fighter-details/6aae253467e8f9ce,Light Heavyweight,TKO,,,win,win | Carlos Ulberg Tafon Nchukwi | 1 0 | 15 3 | 0 0 | 0 0 | Light Heavyweight | KO/TKO Punches | 1 | 1:15,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/21f79cd40513d075,Shayilan Nuerdanbieke,http://ufcstats.com/fighter-details/0a73acff6325c1e2,TJ Brown,http://ufcstats.com/fighter-details/d31cbcdd7d69536d,Featherweight,U-DEC,,,win,win | Shayilan Nuerdanbieke TJ Brown | 1 0 | 47 42 | 3 1 | 0 4 | Featherweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/a457331c27bce6d5,Sergey Morozov,http://ufcstats.com/fighter-details/2f6a993c7f547c13,Raulian Paiva,http://ufcstats.com/fighter-details/82b4e942781b1046,Bantamweight,U-DEC,,,win,win | Sergey Morozov Raulian Paiva | 0 0 | 68 63 | 2 1 | 0 0 | Bantamweight | U-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/8cc43d79b61efc25,Cody Durden,http://ufcstats.com/fighter-details/7f6ed67d3ed3c036,JP Buys,http://ufcstats.com/fighter-details/0b362247806341e5,Flyweight,TKO,,,win,win | Cody Durden JP Buys | 1 0 | 23 7 | 0 0 | 0 0 | Flyweight | KO/TKO Punch | 1 | 1:08,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/24a9fc95a3112f51,Mario Bautista,http://ufcstats.com/fighter-details/bc711b6dd95c1af6,Brian Kelleher,http://ufcstats.com/fighter-details/7be14eaed4c74856,Bantamweight,SUB,,,win,win | Mario Bautista Brian Kelleher | 0 0 | 6 2 | 2 0 | 1 0 | Bantamweight | SUB Rear Naked Choke | 1 | 2:27,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/2c73bf152247f25a,Vanessa Demopoulos,http://ufcstats.com/fighter-details/2c483cf443f38ece,Jinh Yu Frey,http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,Women's Strawweight,S-DEC,,,win,win | Vanessa Demopoulos Jinh Yu Frey | 0 0 | 66 62 | 1 0 | 0 0 | Women's Strawweight | S-DEC | 3 | 5:00,UFC Fight Night: Tsarukyan vs. Gamrot,2022-06-25,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/eb42d4febfafefd1
http://ufcstats.com/fight-details/6e559181bfbc77e1,Josh Emmett,http://ufcstats.com/fighter-details/fba03cd6cc28dc41,Calvin Kattar,http://ufcstats.com/fighter-details/751de04455cfaac0,Featherweight,S-DEC,,,win,win | Josh Emmett Calvin Kattar | 0 0 | 107 130 | 0 0 | 0 0 | Featherweight | S-DEC | 5 | 5:00,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/1bc662949337a8c4,Kevin Holland,http://ufcstats.com/fighter-details/3a46b268013afede,Tim Means,http://ufcstats.com/fighter-details/4b47e71384a9522f,Welterweight,SUB,,,win,win | Kevin Holland Tim Means | 0 0 | 36 21 | 0 2 | 1 0 | Welterweight | SUB D'Arce Choke | 2 | 1:28,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/11e83902f5b8ff63,Joaquin Buckley,http://ufcstats.com/fighter-details/b9437600497350f3,Albert Duraev,http://ufcstats.com/fighter-details/6b7c7460855dbbb9,Middleweight,TKO,,,win,win | Joaquin Buckley Albert Duraev | 2 0 | 27 10 | 0 2 | 0 0 | Middleweight | KO/TKO | 2 | 5:00,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/4e6218b6b892b017,Damir Ismagulov,http://ufcstats.com/fighter-details/135d124172a0bea3,Guram Kutateladze,http://ufcstats.com/fighter-details/7772b283d288dbe2,Lightweight,S-DEC,,,win,win | Damir Ismagulov Guram Kutateladze | 0 0 | 79 78 | 0 1 | 0 0 | Lightweight | S-DEC | 3 | 5:00,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/5095f6290670009d,Gregory Rodrigues,http://ufcstats.com/fighter-details/d1c65d2cf2925ddd,Julian Marquez,http://ufcstats.com/fighter-details/d0e1b42d41dab603,Middleweight,TKO,,,win,win | Gregory Rodrigues Julian Marquez | 3 0 | 49 13 | 0 0 | 0 0 | Middleweight | KO/TKO Punch | 1 | 3:18,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/20cefe64f4b28be8,Adrian Yanez,http://ufcstats.com/fighter-details/0232cabbc30a2372,Tony Kelley,http://ufcstats.com/fighter-details/1a08b01fdabb6ae2,Bantamweight,TKO,,,win,win | Adrian Yanez Tony Kelley | 1 0 | 35 20 | 0 0 | 0 0 | Bantamweight | KO/TKO Punches | 1 | 3:49,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/2c7c7648e847f2e5,Natalia Silva,http://ufcstats.com/fighter-details/262d32ebda89efc4,Jasmine Jasudavicius,http://ufcstats.com/fighter-details/a9e260472d321361,Women's Flyweight,U-DEC,,,win,win | Natalia Silva Jasmine Jasudavicius | 0 0 | 96 31 | 2 0 | 0 0 | Women's Flyweight | U-DEC | 3 | 5:00,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/9a92d376fba2379d,Jeremiah Wells,http://ufcstats.com/fighter-details/d66a46de8d705353,Court McGee,http://ufcstats.com/fighter-details/523fa774700d7d3f,Welterweight,TKO,,,win,win | Jeremiah Wells Court McGee | 1 0 | 7 3 | 0 0 | 0 0 | Welterweight | KO/TKO Punch | 1 | 1:34,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/1378fc2be3819b2b,Ricardo Ramos,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,Danny Chavez,http://ufcstats.com/fighter-details/0de720c0f1d4ab9c,Featherweight,TKO,,,win,win | Ricardo Ramos Danny Chavez | 1 0 | 4 3 | 0 0 | 0 0 | Featherweight | KO/TKO Spinning Back Elbow | 1 | 1:12,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/5b5d7f7ae712c6d8,Maria Oliveira,http://ufcstats.com/fighter-details/37d752ec41ed84bb,Gloria de Paula,http://ufcstats.com/fighter-details/5dd180c8b3196786,Women's Strawweight,S-DEC,,,win,win | Maria Oliveira Gloria de Paula | 0 0 | 96 105 | 2 2 | 0 0 | Women's Strawweight | S-DEC | 3 | 5:00,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/8b5c760f34daafe0,Cody Stamann,http://ufcstats.com/fighter-details/bf7ad5628363eec9,Eddie Wineland,http://ufcstats.com/fighter-details/fc9a9559a05f2704,Bantamweight,TKO,,,win,win | Cody Stamann Eddie Wineland | 1 0 | 27 3 | 0 0 | 0 0 | Bantamweight | KO/TKO Punches | 1 | 0:59,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/897d9e21c59d0633,Phil Hawes,http://ufcstats.com/fighter-details/547afe1017e72dbe,Deron Winn,http://ufcstats.com/fighter-details/483a953b18d73bb3,Middleweight,TKO,,,win,win | Phil Hawes Deron Winn | 1 0 | 118 32 | 1 0 | 0 0 | Middleweight | KO/TKO Elbows | 2 | 4:25,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/e8a5e53ffd33c0f9,Roman Dolidze,http://ufcstats.com/fighter-details/327d5f279895110d,Kyle Daukaus,http://ufcstats.com/fighter-details/d6c0cdd7e467c440,Middleweight,TKO,,,win,win | Roman Dolidze Kyle Daukaus | 2 0 | 8 4 | 0 0 | 0 0 | Middleweight | KO/TKO Knee | 1 | 1:13,UFC Fight Night: Kattar vs. Emmett,2022-06-18,"Austin, Texas, USA",http://ufcstats.com/event-details/a0a680fe2f6cc8e6
http://ufcstats.com/fight-details/fd49f89b9d97566b,Jiri Prochazka,http://ufcstats.com/fighter-details/009341ed974bad72,Glover Teixeira,http://ufcstats.com/fighter-details/7ff97850e8c32bda,Light Heavyweight,SUB,,,win,win | Jiri Prochazka Glover Teixeira | 0 0 | 120 111 | 0 5 | 1 1 | Light Heavyweight | SUB Rear Naked Choke | 5 | 4:32,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/049ad6d87b42eba8,Valentina Shevchenko,http://ufcstats.com/fighter-details/132deb59abae64b1,Taila Santos,http://ufcstats.com/fighter-details/f7467152fd9f18a2,Women's Flyweight,KO,,,win,win | Valentina Shevchenko Taila Santos | 0 0 | 77 55 | 3 3 | 1 3 | Women's Flyweight | S-DEC | 5 | 5:00,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/4305cb30533dac77,Zhang Weili,http://ufcstats.com/fighter-details/1ebe20ebbfa15e29,Joanna Jedrzejczyk,http://ufcstats.com/fighter-details/3d6749c4267da18f,Women's Strawweight,TKO,,,win,win | Zhang Weili Joanna Jedrzejczyk | 1 0 | 69 43 | 3 0 | 0 0 | Women's Strawweight | KO/TKO Spinning Back Fist | 2 | 2:28,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/d7a7ba46c4f075d7,Jake Matthews,http://ufcstats.com/fighter-details/a845f0735bc67405,Andre Fialho,http://ufcstats.com/fighter-details/33efaf2d0941cfcf,Welterweight,TKO,,,win,win | Jake Matthews Andre Fialho | 1 0 | 47 18 | 0 0 | 0 0 | Welterweight | KO/TKO Punch | 2 | 2:24,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/f115a91066a77ee7,Jack Della Maddalena,http://ufcstats.com/fighter-details/6b453bc35a823c3f,Ramazan Emeev,http://ufcstats.com/fighter-details/abd5fb12437eda21,Welterweight,TKO,,,win,win | Jack Della Maddalena Ramazan Emeev | 1 0 | 18 7 | 0 1 | 0 1 | Welterweight | KO/TKO Punch | 1 | 2:32,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/c94b153951be7590,Josh Culibao,http://ufcstats.com/fighter-details/6751eacd16bd59bc,SeungWoo Choi,http://ufcstats.com/fighter-details/a68575214ecad140,Featherweight,S-DEC,,,win,win | Josh Culibao SeungWoo Choi | 2 0 | 51 46 | 0 1 | 0 0 | Featherweight | S-DEC | 3 | 5:00,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/4a116a55ffaa0d64,Maheshate,http://ufcstats.com/fighter-details/8c1ca54b5089d199,Steve Garcia,http://ufcstats.com/fighter-details/97cf1a2c7c5e7889,Lightweight,TKO,,,win,win | Maheshate Steve Garcia | 2 0 | 7 7 | 0 0 | 0 0 | Lightweight | KO/TKO Punch | 1 | 1:14,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/50eed57ea1390e16,Brendan Allen,http://ufcstats.com/fighter-details/2f181c0467965b98,Jacob Malkoun,http://ufcstats.com/fighter-details/d4270315cbcf2569,Middleweight,KO,,,win,win | Brendan Allen Jacob Malkoun | 0 0 | 45 33 | 2 7 | 0 0 | Middleweight | U-DEC | 3 | 5:00,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/029f5c36820fdc09,Kyung Ho Kang,http://ufcstats.com/fighter-details/a7897d200692ab64,Batgerel Danaa,http://ufcstats.com/fighter-details/3b0a516d2921e0d6,Bantamweight,U-DEC,,,win,win | Kyung Ho Kang Batgerel Danaa | 0 0 | 100 109 | 0 0 | 0 0 | Bantamweight | U-DEC | 3 | 5:00,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/f466cd99d02644e9,Silvana Gomez Juarez,http://ufcstats.com/fighter-details/b4880ef2f838d4e1,Liang Na,http://ufcstats.com/fighter-details/ec0dcceace7d25a3,Women's Strawweight,TKO,,,win,win | Silvana Gomez Juarez Liang Na | 1 0 | 8 4 | 0 0 | 0 0 | Women's Strawweight | KO/TKO Punches | 1 | 1:22,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/5f4a107d930e4852,Joselyne Edwards,http://ufcstats.com/fighter-details/f9ab66e67240db7b,Ramona Pascual,http://ufcstats.com/fighter-details/3eb4dc9a7d4ac906,Women's Featherweight,U-DEC,,,win,win | Joselyne Edwards Ramona Pascual | 0 0 | 164 63 | 0 1 | 0 0 | Women's Featherweight | U-DEC | 3 | 5:00,UFC 275: Teixeira vs. Prochazka,2022-06-11,"Kallang, Singapore",http://ufcstats.com/event-details/3a24769a4855040a
http://ufcstats.com/fight-details/7a635063e5f1699b,Alexander Volkov,http://ufcstats.com/fighter-details/279566840aa55bf2,Jairzinho Rozenstruik,http://ufcstats.com/fighter-details/2cd428e9606856fd,Heavyweight,TKO,,,win,win | Alexander Volkov Jairzinho Rozenstruik | 0 0 | 21 6 | 0 0 | 0 0 | Heavyweight | KO/TKO Punches | 1 | 2:12,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/aacb47949a572f25,Movsar Evloev,http://ufcstats.com/fighter-details/76e2870ffafbe38f,Dan Ige,http://ufcstats.com/fighter-details/82a5152216251682,Featherweight,U-DEC,,,win,win | Movsar Evloev Dan Ige | 0 0 | 68 42 | 9 0 | 0 0 | Featherweight | U-DEC | 3 | 5:00,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/344d60564cd136ff,Lucas Almeida,http://ufcstats.com/fighter-details/710f0f8c5d5c9d41,Michael Trizano,http://ufcstats.com/fighter-details/5bf31a46becc1204,Featherweight,TKO,,,win,win | Lucas Almeida Michael Trizano | 2 1 | 75 31 | 0 0 | 0 0 | Featherweight | KO/TKO Punches | 3 | 0:55,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/3aa49ed298e4c34f,Karine Silva,http://ufcstats.com/fighter-details/9d62c2d8ee151f08,Poliana Botelho,http://ufcstats.com/fighter-details/5c126c6aac3ef364,Women's Flyweight,SUB,,,win,win | Karine Silva Poliana Botelho | 0 0 | 17 19 | 1 0 | 1 0 | Women's Flyweight | SUB D'Arce Choke | 1 | 4:55,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/a679800d2e7c3be2,Ode Osbourne,http://ufcstats.com/fighter-details/6d68c1afe954f121,Zarrukh Adashev,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,Flyweight,TKO,,,win,win | Ode Osbourne Zarrukh Adashev | 1 0 | 7 7 | 0 0 | 0 0 | Flyweight | KO/TKO Punch | 1 | 1:01,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/93969a7368dc2e14,Alonzo Menifield,http://ufcstats.com/fighter-details/a495f599e787614f,Askar Mozharov,http://ufcstats.com/fighter-details/e92901944ce91909,Light Heavyweight,TKO,,,win,win | Alonzo Menifield Askar Mozharov | 0 0 | 19 2 | 2 0 | 0 0 | Light Heavyweight | KO/TKO Elbows | 1 | 4:40,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/4f2501e804c84abe,Karolina Kowalkiewicz,http://ufcstats.com/fighter-details/d7c3816669784109,Felice Herrig,http://ufcstats.com/fighter-details/b6850671a008bf9a,Women's Strawweight,KO,,,win,win | Karolina Kowalkiewicz Felice Herrig | 0 0 | 82 55 | 0 0 | 2 0 | Women's Strawweight | SUB Rear Naked Choke | 2 | 4:01,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/e5e75d831670b401,Joe Solecki,http://ufcstats.com/fighter-details/af65aa688d13eedf,Alex Da Silva,http://ufcstats.com/fighter-details/c3ded6f7155f9ea4,Lightweight,DEC,,,win,win | Joe Solecki Alex Da Silva | 0 1 | 33 35 | 1 0 | 3 0 | Lightweight | M-DEC | 3 | 5:00,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/04e6198326be4857,Damon Jackson,http://ufcstats.com/fighter-details/29af297d9f1de0f8,Dan Argueta,http://ufcstats.com/fighter-details/e4ba58725825412d,Featherweight,U-DEC,,,win,win | Damon Jackson Dan Argueta | 0 0 | 32 27 | 2 1 | 1 0 | Featherweight | U-DEC | 3 | 5:00,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
http://ufcstats.com/fight-details/ed32da52aff68944,Benoit Saint Denis,http://ufcstats.com/fighter-details/c2299ec916bc7c56,Niklas Stolze,http://ufcstats.com/fighter-details/62f7097c04311193,Lightweight,SUB,,,win,win | Benoit Saint Denis Niklas Stolze | 0 0 | 8 11 | 3 0 | 2 1 | Lightweight | SUB Rear Naked Choke | 2 | 1:32,UFC Fight Night: Volkov vs. Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",http://ufcstats.com/event-details/57591bbf1623574e
